Q273_R39_C1	3.358004014682805
Q273_R39_C2	21.275477835984542
Q273_R39_C4	0
Q273_R39_C8	6.954868640522031
Q273_R39_C10	3.7538102979672328
Q273_R76_C1	0
Q273_R76_C2	9.524153778645244
Q273_R76_C10	2.6558411855090225
Q274_R68_C3	6.901711817467864
Q274_R68_C6	1.0749660983790046
Q274_R68_C10	0
Q277_R4_C1	-1.0940948232053769
Q277_R4_C2	-0.8843179645412058
Q277_R17_C1	0.0
Q277_R17_C2	0
Q277_R19_C1	0
Q277_R19_C7	0.07265111535089484
Q277_R19_C8	0.09779957835697382
Q278_R41_C9	0
Q278_R41_C10	0.0
Q280_R19_C4	0
Q280_R19_C8	0
Q280_R19_C9	0
Q280_R19_C10	0
Q280_R41_C1	0
Q280_R41_C2	2.710926369814864
Q280_R41_C3	2.7760183590283467
Q280_R41_C6	2.6418995177434077
Q280_R41_C7	1.5039058825608227
Q280_R41_C8	0
Q280_R41_C9	7.719625936726486
Q280_R45_C1	0
Q280_R45_C4	0
Q280_R45_C5	0.8977990573639244
Q280_R45_C10	18.12042948946891
Q284_R29_C1	0
Q284_R29_C2	0
Q284_R29_C3	0
Q284_R29_C4	0
Q284_R29_C9	5.847601033564541
Q285_R20_C2	0
Q285_R20_C3	0
Q285_R20_C5	8.269631133827575
Q285_R20_C6	0
Q286_R21_C1	0
Q286_R21_C3	0
Q286_R21_C5	0
Q286_R21_C7	16.39931342684911
Q289_R35_C1	0
Q291_R34_C1	1.144419422648354
Q291_R34_C3	0.8891692811710235
Q291_R34_C4	1.5018129742779234
Q291_R34_C5	1.5018129742779234
Q300_R18_C2	0
Q300_R18_C5	0.0
Q300_R18_C6	0
Q300_R18_C8	15.743900832188354
Q302_R74_C1	1.0406563048456303
Q302_R74_C2	1.0406563048456303
Q302_R74_C3	1.3950716671001853
Q302_R74_C4	0.9306847970928632
Q302_R74_C5	0.0
Q302_R74_C7	0.0
Q302_R79_C1	0
Q302_R79_C2	0
Q302_R79_C4	0.0
Q302_R79_C5	0
Q302_R79_C6	0.0
Q302_R79_C8	5.257645948181731
Q303_R7_C2	0
Q303_R7_C4	10.680899406016165
Q303_R7_C5	0.6056180075576179
Q303_R23_C1	-2.7465307216702732
Q306_R20_C1	0.0
Q306_R20_C4	0.0
Q306_R20_C6	0
Q306_R20_C8	0.0
Q308_R32_C2	-3.0211837938372996
Q309_R9_C1	1.524918234415875
Q309_R9_C2	23.921298201462633
Q309_R9_C3	11.433690260346294
Q309_R9_C4	0
Q309_R9_C5	0
Q309_R9_C9	0
Q309_R29_C1	-1.3732653608351366
Q312_R42_C2	0
Q315_R36_C10	-4.030623007126502
Q319_R40_C1	3.5268584268921406
Q319_R40_C3	0
Q319_R40_C8	0
Q321_R17_C2	0.08430281432233863
Q321_R17_C4	1.9043373379689326
Q321_R17_C5	0.08220108210931636
Q326_R25_C2	25.799020230069164
Q326_R25_C3	0
Q326_R25_C4	7.912372572913135
Q326_R25_C5	6.260316188631845
Q326_R25_C7	12.136260017452537
Q327_R78_C4	-5.100699911673365
Q328_R23_C1	4.09433757177481
Q328_R23_C2	28.42547660653844
Q328_R23_C3	2.888121938596341
Q328_R23_C4	1.851163263834357
Q330_R8_C1	0
Q330_R8_C2	0
Q330_R8_C3	0
Q330_R8_C4	0
Q330_R8_C5	0.713497388556361
Q330_R8_C6	0
Q330_R8_C7	4.049609977195162
Q330_R8_C8	1.0947511848376754
Q330_R8_C9	0
Q330_R8_C10	0
Q332_R2_C1	2.7587515416464448
Q332_R2_C3	0
Q332_R2_C4	0.0
Q332_R2_C5	0
Q332_R2_C6	0
Q332_R2_C8	17.078914137683995
Q332_R26_C8	0.0
Q332_R26_C10	0
Q334_R1_C1	0
Q334_R1_C2	0
Q334_R1_C3	3.5268584268921406
Q336_R24_C1	0
Q336_R24_C2	0.0
Q336_R24_C6	6.48427208902392
Q336_R24_C7	0.0
Q336_R24_C8	0.0
Q336_R24_C10	1.3329819664275875
Q338_R2_C1	12.61820766142086
Q338_R2_C2	0
Q338_R2_C3	1.059938844347329
Q338_R2_C5	0
Q338_R2_C6	10.519060360999648
Q338_R30_C8	-2.7465307216702732
Q338_R42_C1	0.0
Q338_R42_C4	0
